"testID","Instance_number","idNode","x","y","z","h","Cluster"
18,1767,2,12,0,0,36,5
18,1768,0,7,2,15,30,2
18,1769,0,13,8,20,10,7
18,1770,15,8,2,28,48,3
18,1771,14,5,11,15,46,1
18,1772,3,13,8,20,10,7
18,1773,12,14,0,13,46,3
18,1774,14,14,12,29,10,7
18,1775,2,11,11,27,46,3
18,1776,18,4,5,2,46,0
18,1777,8,13,8,20,10,7
18,1778,13,1,14,26,42,6
18,1779,1,7,8,30,30,6
18,1780,8,2,10,4,10,4
18,1781,19,12,2,20,48,3
18,1782,5,14,8,4,36,5
18,1783,15,15,8,6,36,5
18,1784,15,12,6,28,46,3
18,1785,4,7,8,30,30,6
18,1786,21,10,2,28,48,3
18,1787,9,0,15,28,42,6
18,1788,6,6,11,29,30,6
18,1789,22,1,3,23,53,2
18,1790,19,12,0,21,48,3
18,1791,20,10,2,27,48,3
18,1792,18,8,7,3,56,0
18,1793,0,0,10,4,10,4
18,1794,9,5,10,13,46,1
18,1795,17,6,8,1,46,0
18,1796,13,4,10,12,46,1
18,1797,22,4,2,3,0,4
18,1798,18,14,3,12,46,3
18,1799,16,14,1,0,36,5
18,1800,16,14,15,29,10,7
18,1801,7,9,7,1,56,0
18,1802,21,11,2,28,48,3
18,1803,22,13,2,20,48,3
18,1804,12,5,3,15,30,2
18,1805,2,15,11,4,36,5
18,1806,19,4,5,2,46,0
18,1807,9,13,9,10,10,7
18,1808,6,7,6,27,53,3
18,1809,22,15,1,1,36,5
18,1810,18,1,10,4,10,4
18,1811,11,12,0,20,48,3
18,1812,3,7,3,3,0,4
18,1813,12,5,6,10,10,4
18,1814,15,11,6,11,46,3
18,1815,8,0,15,28,42,6
18,1816,15,1,14,26,42,6
18,1817,14,12,12,29,10,7
18,1818,22,5,7,27,53,3
18,1819,20,1,15,31,42,6
18,1820,17,15,2,20,48,3
18,1821,19,15,2,12,46,3
18,1822,0,6,9,1,46,0
18,1823,20,4,10,12,46,1
18,1824,21,1,3,23,53,2
18,1825,15,4,7,11,10,4
18,1826,20,4,8,1,46,0
18,1827,11,8,5,1,56,0
18,1828,8,6,7,24,53,3
18,1829,8,12,0,21,48,3
18,1830,7,11,6,11,46,3
18,1831,20,11,4,18,46,3
18,1832,0,14,8,7,36,5
18,1833,2,8,5,1,56,0
18,1834,3,4,4,2,46,0
18,1835,3,8,3,29,48,3
18,1836,9,14,10,11,10,7
18,1837,9,7,8,30,30,6
18,1838,16,8,3,29,48,3
18,1839,6,4,11,13,46,1
18,1840,9,12,9,11,10,7
18,1841,13,14,0,21,48,3
18,1842,3,1,3,23,53,2
18,1843,14,11,4,10,46,3
18,1844,20,8,6,18,46,3
18,1845,0,11,11,27,46,3
18,1846,2,4,7,26,53,3
18,1847,19,7,11,3,46,0
18,1848,12,8,5,1,56,0
18,1849,7,15,9,7,36,5
18,1850,5,7,6,26,53,3
18,1851,3,0,3,24,53,2
18,1852,8,8,1,30,48,3
18,1853,8,8,6,11,46,0
18,1854,9,9,1,31,48,3
18,1855,0,14,13,29,10,7
18,1856,22,14,10,11,10,7
18,1857,8,1,15,31,42,6
18,1858,8,11,7,11,46,3
18,1859,19,8,1,30,48,3
18,1860,8,1,10,4,10,4
18,1861,21,14,12,29,10,7
18,1862,16,15,9,4,36,5
18,1863,20,14,8,7,36,5
18,1864,2,6,7,13,10,4
18,1865,3,6,5,27,53,3
18,1866,18,15,11,4,36,5
18,1867,0,8,3,28,48,3
18,1868,17,0,14,30,42,6
18,1869,5,9,3,29,48,3
18,1870,18,13,8,11,10,7
18,1871,7,8,4,18,46,3
18,1872,5,4,3,2,0,4
18,1873,19,7,2,2,0,4
18,1874,16,13,9,10,10,7
18,1875,2,7,1,15,30,2
18,1876,21,9,2,28,48,3
18,1877,21,1,14,28,42,6
18,1878,12,15,10,5,36,5
18,1879,9,1,3,24,53,2
18,1880,10,6,3,0,0,4
18,1881,4,14,10,11,10,7
18,1882,18,7,11,30,30,6
18,1883,1,12,9,11,10,7
18,1884,3,12,9,5,36,5
18,1885,13,2,5,16,36,2
18,1886,3,9,3,29,48,3
18,1887,21,7,11,3,46,0
18,1888,6,11,8,27,46,3
18,1889,8,15,9,4,36,5
18,1890,1,9,6,10,46,0
18,1891,5,6,7,13,10,4
18,1892,12,4,2,15,30,2
18,1893,12,14,0,21,48,3
18,1894,4,7,6,26,53,3
18,1895,4,7,8,30,30,6
18,1896,13,15,14,29,10,7
18,1897,13,7,2,14,30,2
18,1898,1,8,1,31,48,3
18,1899,13,8,2,28,48,3
18,1900,20,6,2,14,30,2
18,1901,19,9,8,26,46,3
18,1902,7,9,6,1,56,0
18,1903,11,12,1,2,36,5
18,1904,12,2,15,30,42,6
18,1905,3,4,6,27,53,2
18,1906,18,13,0,0,36,5
18,1907,17,4,1,0,0,4
18,1908,6,7,10,28,30,6
18,1909,7,4,11,13,46,1
18,1910,20,8,3,29,48,3
18,1911,11,7,9,29,30,6
18,1912,17,1,15,31,42,6
18,1913,18,0,10,9,46,1
18,1914,12,6,2,3,0,4
18,1915,3,14,13,31,10,7
18,1916,5,5,8,14,46,1
18,1917,7,7,4,26,53,3
18,1918,7,15,2,20,48,3
18,1919,3,1,10,4,10,4
18,1920,14,5,7,27,53,3
18,1921,19,13,2,20,48,3
18,1922,18,5,7,27,53,3
18,1923,14,7,11,3,46,0
18,1924,6,6,10,29,30,6
18,1925,9,1,15,27,42,6
18,1926,19,15,1,1,36,5
18,1927,7,1,3,23,53,2
18,1928,10,0,10,4,10,4
18,1929,8,5,8,14,46,1
18,1930,0,4,9,15,46,1
18,1931,13,9,6,1,56,0
18,1932,1,7,2,3,0,4
18,1933,6,14,2,20,48,3
18,1934,18,3,15,11,46,1
18,1935,20,7,4,26,53,3
18,1936,4,0,3,24,53,2
18,1937,3,8,6,11,46,0
18,1938,19,9,4,18,46,3
18,1939,10,14,2,13,46,3
18,1940,0,15,9,4,36,5
18,1941,10,6,3,3,0,4
18,1942,7,8,2,31,48,3
18,1943,7,11,2,28,48,3
18,1944,19,11,6,11,46,3
18,1945,17,14,14,31,10,7
18,1946,9,15,8,23,10,7
18,1947,20,8,6,2,56,0
18,1948,7,6,10,29,30,6
18,1949,20,13,5,3,56,0
18,1950,10,7,7,13,10,4
18,1951,21,9,7,19,46,3
18,1952,22,4,9,15,46,1
18,1953,1,14,8,23,10,7
18,1954,20,0,0,24,53,2
18,1955,15,4,3,2,0,4
18,1956,15,7,10,30,30,6
18,1957,19,0,10,4,10,4
18,1958,12,7,6,26,53,3
18,1959,1,15,9,7,36,5
18,1960,16,8,6,11,46,0
18,1961,2,0,14,30,42,6
18,1962,15,3,14,8,46,1
18,1963,21,7,8,2,46,0
18,1964,1,4,8,15,46,1
18,1965,15,2,6,16,36,2
18,1966,3,14,0,21,48,3
18,1967,12,11,4,18,46,3
18,1968,5,8,7,3,56,0
18,1969,17,1,3,23,53,2
18,1970,5,0,14,29,42,6
18,1971,16,12,2,20,48,3
18,1972,2,7,3,3,0,4
18,1973,7,2,4,17,36,2
18,1974,9,15,8,4,36,5
18,1975,8,5,11,14,46,1
18,1976,13,1,15,31,42,6
18,1977,3,13,1,21,48,3
18,1978,2,4,11,12,46,1
18,1979,16,4,1,0,0,4
18,1980,5,11,5,19,46,3
18,1981,13,4,8,15,46,1
18,1982,0,14,12,29,10,7
18,1983,1,14,2,14,46,3
18,1984,14,2,5,16,36,2
18,1985,18,0,10,5,10,4
18,1986,20,11,7,29,46,3
18,1987,8,8,6,11,46,0
18,1988,2,9,4,18,46,3
18,1989,9,14,2,20,48,3
18,1990,20,14,2,20,48,3
18,1991,19,10,2,27,48,3
18,1992,10,7,6,26,53,3
18,1993,19,6,7,13,10,4
18,1994,20,1,15,27,42,6
18,1995,4,8,5,0,56,0
18,1996,12,4,6,10,10,4
18,1997,15,15,11,5,36,5
18,1998,17,14,8,4,36,5
18,1999,0,6,11,28,30,6
18,2000,7,6,10,29,30,6
18,2001,22,12,0,0,36,5
18,2002,17,12,2,20,48,3
18,2003,9,15,11,4,36,5
18,2004,16,0,15,27,42,6
18,2005,4,11,7,29,46,3
18,2006,2,14,3,26,48,3
18,2007,21,14,0,13,46,3
18,2008,0,9,6,10,46,0
18,2009,10,2,12,5,10,4
18,2010,20,7,2,2,0,4
18,2011,8,6,11,29,30,6
18,2012,3,14,0,21,48,3
18,2013,7,13,8,20,10,7
18,2014,21,3,15,11,46,1
18,2015,7,10,2,27,48,3
18,2016,14,15,2,12,46,3
18,2017,14,6,3,3,0,4
18,2018,11,8,7,15,46,3
18,2019,1,5,4,2,46,0
18,2020,0,1,14,29,42,6
18,2021,3,7,2,2,0,4
18,2022,6,5,4,2,46,0
18,2023,12,9,7,1,56,0
18,2024,15,0,0,24,53,2
18,2025,6,7,10,28,30,6
18,2026,2,1,1,21,53,2
18,2027,0,6,3,3,0,4
18,2028,20,7,1,15,30,2
18,2029,14,13,2,20,48,3
18,2030,8,14,8,4,36,5
18,2031,0,14,0,20,48,3
18,2032,7,6,8,31,30,6
18,2033,6,13,2,20,48,3
18,2034,16,4,8,1,46,0
18,2035,4,15,11,5,36,5
18,2036,3,15,4,28,46,3
18,2037,16,14,0,21,48,3
18,2038,5,15,1,1,36,5
18,2039,9,14,0,21,48,3
18,2040,15,14,13,29,10,7
18,2041,16,1,15,31,42,6
18,2042,10,1,14,29,42,6
18,2043,3,11,7,29,46,3
18,2044,8,1,10,5,10,4
18,2045,1,13,9,10,10,7
18,2046,6,4,8,15,46,1
18,2047,12,10,11,26,46,3
18,2048,11,15,8,4,36,5
18,2049,22,5,11,14,46,1
18,2050,1,4,2,14,30,2
18,2051,4,14,1,0,36,5
18,2052,6,4,4,13,10,4
18,2053,18,8,4,18,46,3
18,2054,17,14,2,12,46,3
18,2055,12,1,15,31,42,6
18,2056,0,1,15,31,42,6
18,2057,11,14,8,4,36,5
18,2058,0,11,7,10,46,3
18,2059,5,11,5,19,46,3
18,2060,16,10,7,31,46,3
18,2061,6,14,0,21,48,3
18,2062,21,4,8,1,46,0
18,2063,17,15,14,29,10,7
18,2064,9,7,1,15,30,2
18,2065,18,7,11,3,46,0
18,2066,16,11,11,27,46,3
18,2067,21,12,2,20,48,3
18,2068,17,12,1,0,36,5
18,2069,17,4,2,14,30,2
18,2070,15,0,15,27,42,6
18,2071,17,7,1,15,30,2
18,2072,19,7,7,13,10,4
18,2073,9,6,11,28,30,6
18,2074,1,1,15,27,42,6
18,2075,18,12,9,8,10,7
18,2076,20,6,9,1,46,0
18,2077,0,6,5,3,46,0
18,2078,10,15,9,7,36,5
18,2079,5,1,3,23,53,2
18,2080,15,4,6,10,10,4
18,2081,1,14,8,5,36,5
18,2082,14,11,9,25,46,3
18,2083,6,13,8,20,10,7
18,2084,18,0,1,22,53,2
18,2085,7,14,10,11,10,7
18,2086,18,7,8,30,30,6
18,2087,15,6,3,14,30,2
18,2088,14,12,0,0,36,5
18,2089,8,6,3,14,30,2
18,2090,16,7,7,5,46,0
18,2091,2,2,5,16,36,2
18,2092,21,15,9,7,36,5
18,2093,21,9,6,10,46,0
18,2094,1,8,5,0,56,0
18,2095,5,0,15,28,42,6
18,2096,2,0,1,22,53,2
18,2097,2,6,3,3,0,4
18,2098,2,7,8,30,30,6
18,2099,6,7,6,26,53,3
18,2100,1,2,6,17,36,2
18,2101,16,9,1,31,48,3
18,2102,17,9,6,1,56,0
18,2103,5,8,5,19,46,3
18,2104,14,6,6,27,53,3
18,2105,3,14,11,5,36,5
18,2106,18,14,13,31,10,7
18,2107,21,15,9,7,36,5
18,2108,5,8,6,0,56,0
18,2109,5,2,7,17,36,2
18,2110,3,9,3,29,48,3
18,2111,14,11,6,11,46,3
18,2112,5,13,8,8,10,7
18,2113,7,2,5,16,36,2
18,2114,17,4,11,12,46,1
18,2115,15,14,14,31,10,7
18,2116,17,15,2,20,48,3
18,2117,10,8,6,3,56,0
18,2118,14,13,8,20,10,7
18,2119,11,7,3,3,0,4
18,2120,3,12,12,29,10,7
18,2121,14,14,2,20,48,3
18,2122,8,11,11,27,46,3
18,2123,22,13,8,20,10,7
18,2124,9,13,5,3,56,0
18,2125,10,11,9,25,46,3
18,2126,8,15,2,3,36,5
18,2127,11,0,15,27,42,6
18,2128,22,9,1,31,48,3
18,2129,14,12,1,2,36,5
18,2130,16,6,10,29,30,6
18,2131,5,15,10,5,36,5
18,2132,3,14,12,29,10,7
18,2133,5,1,14,26,42,6
18,2134,14,9,7,1,56,0
18,2135,8,7,2,2,0,4
18,2136,4,6,3,3,0,4
18,2137,19,15,12,28,10,7
18,2138,22,3,6,16,36,2
18,2139,13,4,3,2,0,4
18,2140,10,12,2,20,48,3
18,2141,21,7,2,2,0,4
18,2142,15,4,8,15,46,1
18,2143,5,15,0,0,36,5
18,2144,15,15,2,12,46,3
18,2145,20,1,15,31,42,6
18,2146,1,4,2,3,0,4
18,2147,3,6,7,27,53,3
18,2148,16,6,1,2,0,4
18,2149,18,12,2,20,48,3
18,2150,21,4,7,26,53,3
18,2151,5,0,1,24,53,2
18,2152,3,5,8,14,46,1
18,2153,12,13,2,20,48,3
18,2154,0,6,3,0,0,4
18,2155,4,6,1,29,53,3
18,2156,2,5,10,13,46,1
18,2157,4,5,5,26,53,2
18,2158,20,14,2,13,46,3
18,2159,10,2,14,11,46,1
18,2160,5,7,8,2,46,0
18,2161,15,12,1,20,48,3
18,2162,5,4,2,3,0,4
18,2163,0,13,2,20,48,3
18,2164,5,11,4,18,46,3
18,2165,3,0,14,29,42,6
18,2166,21,1,15,31,42,6
18,2167,3,12,6,28,46,3
18,2168,8,11,8,27,46,3
18,2169,21,14,8,7,36,5
18,2170,9,7,10,28,30,6
18,2171,9,5,9,3,46,0
18,2172,4,14,11,5,36,5
18,2173,16,11,5,19,46,3
18,2174,6,6,11,28,30,6
18,2175,0,8,7,19,46,3
18,2176,4,11,6,11,46,3
18,2177,8,15,8,7,36,5
18,2178,11,15,9,7,36,5
18,2179,11,15,9,7,36,5
18,2180,8,7,6,26,53,3
18,2181,10,11,6,11,46,3
18,2182,2,13,8,8,10,7
18,2183,20,2,5,16,36,2
18,2184,17,0,15,27,42,6
18,2185,13,14,8,7,36,5
18,2186,21,12,9,8,10,7
18,2187,2,7,2,3,0,4
18,2188,8,8,3,28,48,3
18,2189,15,8,6,11,46,0
18,2190,10,0,14,29,42,6
18,2191,1,14,13,31,10,7
18,2192,22,4,2,3,0,4
18,2193,4,4,5,2,46,0
18,2194,19,15,9,7,36,5
18,2195,1,15,12,28,10,7
18,2196,22,0,1,22,53,2
18,2197,13,14,11,5,36,5
18,2198,11,8,3,29,48,3
18,2199,15,8,3,28,48,3
18,2200,0,2,5,16,36,2
18,2201,11,5,5,26,53,2
18,2202,8,3,15,11,46,1
18,2203,8,15,9,7,36,5
18,2204,13,14,3,26,48,3
18,2205,17,9,4,18,46,3
18,2206,12,14,2,13,46,3
18,2207,8,15,0,0,36,5
18,2208,17,12,6,28,46,3
18,2209,9,12,1,2,36,5
18,2210,2,5,3,15,30,2
18,2211,17,7,6,12,10,4
18,2212,3,15,9,4,36,5
18,2213,15,15,12,28,10,7
18,2214,9,8,4,18,46,3
18,2215,19,5,7,10,10,4
18,2216,12,15,8,8,10,7
18,2217,3,4,9,15,46,1
18,2218,15,6,1,2,0,4
18,2219,4,10,11,26,46,3
18,2220,12,5,10,13,46,1
18,2221,10,14,12,29,10,7
18,2222,22,5,4,2,46,0
18,2223,21,3,14,8,46,1
18,2224,15,8,6,5,56,0
18,2225,1,14,0,21,48,3
18,2226,20,14,8,7,36,5
18,2227,20,1,3,23,53,2
18,2228,19,1,3,23,53,2
18,2229,1,8,5,19,46,3
18,2230,9,4,8,1,46,0
18,2231,13,8,5,4,56,0
18,2232,13,7,3,3,0,4
18,2233,6,2,10,4,10,4
18,2234,3,3,14,8,46,1
18,2235,15,8,7,10,46,0
18,2236,21,7,3,14,30,2
18,2237,16,6,2,3,0,4
18,2238,4,8,5,4,56,0
18,2239,16,14,8,7,36,5
18,2240,14,4,9,15,46,1
18,2241,5,2,12,31,42,6
18,2242,20,13,2,20,48,3
18,2243,8,4,7,26,53,3
18,2244,10,11,4,10,46,3
18,2245,4,7,2,2,0,4
18,2246,14,12,9,11,10,7
18,2247,11,4,5,2,46,0
18,2248,1,8,9,26,46,3
18,2249,11,14,8,23,10,7
18,2250,15,9,7,0,56,0
18,2251,22,11,4,18,46,3
18,2252,3,7,11,30,30,6
18,2253,17,1,1,21,53,2
18,2254,18,7,10,30,30,6
18,2255,15,6,7,27,53,3
18,2256,0,15,8,4,36,5
18,2257,1,3,15,11,46,1
18,2258,5,6,4,26,53,3
18,2259,13,2,12,4,10,4
18,2260,11,6,8,1,46,0
18,2261,6,11,2,28,48,3
18,2262,11,14,1,0,36,5
18,2263,20,0,10,9,46,1
18,2264,10,6,3,3,0,4
18,2265,18,11,8,27,46,3
18,2266,17,15,9,7,36,5
18,2267,5,6,2,3,0,4
18,2268,10,4,8,15,46,1
18,2269,2,5,7,27,53,3
18,2270,3,4,10,13,46,1
18,2271,10,2,12,31,42,6
18,2272,14,4,11,12,46,1
18,2273,12,10,7,30,46,3
18,2274,10,0,14,30,42,6
18,2275,21,9,6,2,56,0
18,2276,17,11,11,27,46,3
18,2277,18,0,10,4,10,4
18,2278,19,7,6,26,53,3
18,2279,12,0,2,23,53,2
18,2280,10,13,9,10,10,7
18,2281,8,4,12,30,30,6
18,2282,3,12,0,20,48,3
18,2283,19,9,2,31,48,3
18,2284,12,15,8,23,10,7
18,2285,10,14,3,26,48,3
18,2286,17,11,2,28,48,3
18,2287,6,11,6,11,46,3
18,2288,11,5,10,13,46,1
18,2289,17,2,12,31,42,6
18,2290,15,8,6,0,56,0
18,2291,7,9,6,1,56,0
18,2292,3,8,2,28,48,3
18,2293,0,4,4,18,36,2
18,2294,4,0,15,28,42,6
18,2295,7,11,4,10,46,3
18,2296,10,15,1,1,36,5
18,2297,12,7,6,12,10,4
18,2298,7,14,11,5,36,5
18,2299,0,9,6,10,46,0
18,2300,9,1,3,23,53,2
18,2301,1,7,7,13,10,4
18,2302,12,13,1,21,48,3
18,2303,19,4,4,13,10,4
18,2304,15,6,10,29,30,6
18,2305,8,0,1,22,53,2
18,2306,3,8,6,11,46,0
18,2307,19,10,7,31,46,3
18,2308,18,4,2,15,30,2
18,2309,6,2,14,11,46,1
18,2310,18,13,2,20,48,3
18,2311,10,13,0,21,48,3
18,2312,1,4,4,13,10,4
18,2313,22,2,5,16,36,2
18,2314,6,12,9,5,36,5
18,2315,1,8,7,15,46,3
18,2316,17,4,8,15,46,1
18,2317,13,4,7,27,53,3
18,2318,15,8,3,29,48,3
18,2319,8,7,7,13,10,4
18,2320,2,5,8,14,46,1
18,2321,12,1,15,27,42,6
18,2322,8,13,1,21,48,3
18,2323,6,8,7,10,46,0
18,2324,7,12,0,21,48,3
18,2325,4,5,4,2,46,0
18,2326,8,14,12,29,10,7
18,2327,7,11,2,28,48,3
18,2328,0,9,9,26,46,3
18,2329,8,12,9,5,36,5
18,2330,13,7,7,13,10,4
18,2331,7,7,8,2,46,0
18,2332,10,1,15,27,42,6
18,2333,2,15,0,0,36,5
18,2334,19,7,3,14,30,2
18,2335,5,6,7,24,53,3
18,2336,18,13,0,21,48,3
18,2337,21,10,7,31,46,3
18,2338,18,7,7,13,10,4
18,2339,13,1,15,31,42,6
18,2340,11,1,1,21,53,2
18,2341,18,10,7,30,46,3
18,2342,8,0,0,24,53,2
18,2343,14,4,2,15,30,2
18,2344,20,14,2,13,46,3
18,2345,18,4,7,27,53,3
18,2346,20,13,0,0,36,5
18,2347,14,2,14,11,46,1
18,2348,6,4,5,2,46,0
18,2349,9,7,9,13,46,1
18,2350,22,9,6,10,46,0
18,2351,16,10,2,27,48,3
18,2352,4,15,11,4,36,5
18,2353,20,7,2,3,0,4
18,2354,22,15,11,4,36,5
18,2355,18,8,6,11,46,0
18,2356,8,15,2,20,48,3
18,2357,0,14,1,0,36,5
18,2358,3,0,1,22,53,2
18,2359,5,7,6,26,53,3
18,2360,20,13,0,21,48,3
18,2361,21,7,7,13,10,4
18,2362,11,3,13,5,10,4
18,2363,1,11,9,26,46,3
18,2364,11,6,5,27,53,3
18,2365,19,3,14,8,46,1
18,2366,0,4,3,2,0,4
18,2367,20,13,8,8,10,7
18,2368,7,9,4,18,46,3
18,2369,3,12,2,20,48,3
18,2370,3,7,8,2,46,0
18,2371,20,9,7,19,46,3
18,2372,16,11,4,18,46,3
18,2373,14,14,0,13,46,3
18,2374,13,8,6,11,46,0
18,2375,11,4,3,2,0,4
18,2376,19,15,11,4,36,5
18,2377,1,0,15,28,42,6
18,2378,18,15,2,20,48,3
18,2379,18,4,3,2,0,4
18,2380,10,4,10,12,46,1
18,2381,3,4,11,12,46,1
18,2382,19,15,13,31,10,7
18,2383,14,15,11,4,36,5
18,2384,9,0,14,29,42,6
18,2385,10,9,6,2,56,0
18,2386,19,8,6,2,56,0
18,2387,10,14,13,29,10,7
18,2388,9,4,4,13,10,4
18,2389,7,14,8,17,10,7
18,2390,19,11,6,11,46,3
18,2391,20,4,2,3,0,4
18,2392,13,13,8,20,10,7
18,2393,12,0,14,29,42,6
18,2394,19,9,7,1,56,0
18,2395,8,4,7,13,10,4
18,2396,20,12,9,5,36,5
18,2397,15,2,14,11,46,1
18,2398,7,4,2,15,30,2
18,2399,9,11,5,19,46,3
18,2400,15,6,7,13,10,4
18,2401,11,7,2,15,30,2
18,2402,2,0,10,4,10,4
18,2403,3,2,14,9,46,1
18,2404,22,7,9,13,46,1
18,2405,11,14,11,5,36,5
18,2406,16,12,1,20,48,3
18,2407,12,15,2,20,48,3
18,2408,1,4,8,15,46,1
18,2409,21,12,8,12,10,7
18,2410,10,8,7,19,46,3
18,2411,22,6,11,28,30,6
18,2412,22,5,10,13,46,1
18,2413,20,6,8,1,46,0
18,2414,5,7,2,3,0,4
18,2415,15,1,15,31,42,6
18,2416,3,5,10,13,46,1
18,2417,7,6,8,1,46,0
18,2418,12,15,2,12,46,3
18,2419,8,4,8,15,46,1
18,2420,15,9,7,1,56,0
18,2421,7,5,11,15,46,1
18,2422,18,7,6,26,53,3
18,2423,18,7,3,12,30,2
18,2424,5,7,6,2,46,0
18,2425,17,12,9,11,10,7
18,2426,4,11,8,27,46,3
18,2427,9,4,3,12,30,2
18,2428,12,12,2,20,48,3
18,2429,8,7,10,28,30,6
18,2430,7,1,3,24,53,2
18,2431,12,14,2,14,46,3
18,2432,14,7,11,30,30,6
18,2433,11,4,8,15,46,1
18,2434,12,13,5,3,56,0
18,2435,0,0,15,28,42,6
18,2436,9,6,2,14,30,2
18,2437,12,4,10,12,46,1
18,2438,17,14,8,7,36,5
18,2439,15,4,3,2,0,4
18,2440,22,5,11,14,46,1
18,2441,18,12,8,23,10,7
18,2442,3,4,8,15,46,1
18,2443,11,11,9,26,46,3
18,2444,11,2,14,9,46,1
18,2445,4,0,2,23,53,2
18,2446,12,9,8,26,46,3
18,2447,7,1,15,31,42,6
18,2448,3,2,12,5,10,4
18,2449,14,14,15,29,10,7
18,2450,16,1,1,21,53,2
18,2451,11,4,2,15,30,2
18,2452,16,6,7,27,53,3
18,2453,18,4,12,30,30,6
18,2454,19,1,15,31,42,6
18,2455,14,6,5,27,53,3
18,2456,18,13,1,21,48,3
18,2457,15,6,3,3,0,4
18,2458,18,13,8,8,10,7
18,2459,17,5,10,13,46,1
18,2460,21,7,4,26,53,3
18,2461,3,5,11,14,46,1
18,2462,6,12,2,20,48,3
18,2463,9,8,5,0,56,0
18,2464,16,13,5,3,56,0
18,2465,11,5,6,10,10,4
18,2466,12,15,9,7,36,5
18,2467,9,15,2,20,48,3
18,2468,4,7,6,12,10,4
18,2469,16,5,8,14,46,1
18,2470,19,13,8,20,10,7
18,2471,22,5,3,3,0,4
18,2472,10,11,7,10,46,3
18,2473,7,5,3,3,0,4
18,2474,8,8,3,29,48,3
18,2475,9,14,2,13,46,3
18,2476,15,6,3,0,0,4
18,2477,6,15,2,20,48,3
18,2478,5,5,3,15,30,2
18,2479,7,7,6,12,10,4
18,2480,21,9,4,18,46,3
18,2481,21,14,0,21,48,3
18,2482,14,4,2,3,0,4
18,2483,22,4,7,26,53,3
18,2484,11,9,6,2,56,0
18,2485,18,1,10,5,10,4
18,2486,4,3,6,16,36,2
18,2487,6,10,7,31,46,3
18,2488,1,11,11,27,46,3
18,2489,12,8,7,10,46,0
18,2490,15,7,11,30,30,6
18,2491,5,11,2,28,48,3
18,2492,2,6,11,29,30,6
18,2493,12,9,6,10,46,0
18,2494,22,8,5,19,46,3
18,2495,16,9,7,19,46,3
18,2496,3,4,11,12,46,1
18,2497,14,4,9,15,46,1
18,2498,4,7,6,2,46,0
18,2499,20,14,13,31,10,7
18,2500,5,7,6,12,10,4
18,2501,1,4,8,15,46,1
18,2502,21,0,1,24,53,2
18,2503,9,0,2,23,53,2
18,2504,22,5,11,14,46,1
18,2505,13,7,8,2,46,0
18,2506,18,5,7,10,10,4
18,2507,18,0,14,30,42,6
18,2508,8,11,5,19,46,3
18,2509,17,9,2,28,48,3
18,2510,5,4,5,2,46,0
18,2511,19,14,3,26,48,3
18,2512,14,14,11,5,36,5
18,2513,14,1,1,21,53,2
18,2514,20,15,8,7,36,5
18,2515,22,13,2,20,48,3
18,2516,2,12,8,23,10,7
18,2517,11,14,1,0,36,5
18,2518,8,14,12,29,10,7
18,2519,15,12,9,8,10,7
18,2520,3,0,0,24,53,2
18,2521,14,13,8,8,10,7
18,2522,14,1,0,22,53,2
18,2523,1,14,2,13,46,3
18,2524,16,4,2,3,0,4
18,2525,20,7,6,27,53,3
18,2526,17,7,3,3,0,4
18,2527,2,3,13,5,10,4
18,2528,2,13,0,21,48,3
18,2529,2,11,2,28,48,3
18,2530,1,1,3,23,53,2
18,2531,18,11,6,11,46,3
18,2532,6,15,2,20,48,3
18,2533,2,9,7,0,56,0
18,2534,12,14,8,17,10,7
18,2535,18,11,9,26,46,3
18,2536,21,6,3,14,30,2
18,2537,17,14,1,0,36,5
18,2538,17,13,8,11,10,7
18,2539,22,0,14,29,42,6
18,2540,10,13,2,20,48,3
18,2541,2,4,5,2,46,0
18,2542,0,0,14,28,42,6
18,2543,21,12,6,28,46,3
18,2544,1,1,14,29,42,6
18,2545,2,14,12,29,10,7
18,2546,10,8,7,10,46,0
18,2547,2,4,11,13,46,1
18,2548,16,2,6,16,36,2
18,2549,16,4,3,2,0,4
18,2550,17,1,15,31,42,6
18,2551,9,7,10,28,30,6
18,2552,5,14,3,12,46,3
18,2553,12,15,1,1,36,5
18,2554,9,4,8,15,46,1
18,2555,15,1,15,27,42,6
18,2556,9,8,3,29,48,3
18,2557,8,6,10,31,30,6
18,2558,2,15,2,20,48,3
18,2559,1,1,3,24,53,2
18,2560,19,11,9,27,46,3
18,2561,20,2,15,9,46,1
18,2562,1,13,8,8,10,7
18,2563,15,11,7,11,46,3
18,2564,6,13,8,20,10,7
18,2565,19,8,6,11,46,0
18,2566,17,5,10,13,46,1
18,2567,20,0,1,24,53,2
18,2568,1,1,15,26,42,6
18,2569,14,0,14,29,42,6
18,2570,2,6,11,28,30,6
18,2571,0,12,1,2,36,5
18,2572,4,6,2,3,0,4
18,2573,7,14,2,13,46,3
18,2574,0,2,5,16,36,2
18,2575,3,2,6,17,36,2
18,2576,22,14,11,5,36,5
18,2577,15,0,14,30,42,6
18,2578,7,13,8,8,10,7
18,2579,19,15,14,29,10,7
18,2580,4,15,4,28,46,3
18,2581,12,2,14,11,46,1
18,2582,3,7,2,2,0,4
18,2583,18,4,8,15,46,1
18,2584,15,4,8,15,46,1
18,2585,6,0,10,9,46,1
18,2586,12,3,6,16,36,2
18,2587,6,9,2,28,48,3
